lead_id,full_name,age,gender,occupation,annual_income,city,existing_policy,product_interested,website_visits,email_opens,calls_answered,form_submitted,last_interaction_days,lead_source,email,contact_number,conversion_target,income_to_premium_ratio,claim_frequency,is_fraud
LD-1033,Test User 33,71,F,Sales,100089.53,Phoenix,True,Health,0,3,4,False,13,Referral,user33@example.com,555-01033,0,53.71,0.6,0
LD-1034,Test User 34,46,F,Student,70335.55,Phoenix,True,Auto,12,10,5,False,6,Paid Search,user34@example.com,555-01034,1,88.02,1.96,1
LD-1035,Test User 35,33,F,Doctor,36034.16,New York,False,Auto,12,8,2,True,7,Social Media,user35@example.com,555-01035,1,30.18,1.76,1
LD-1036,Test User 36,26,M,Teacher,123747.97,Houston,True,Home,20,7,0,False,25,Social Media,user36@example.com,555-01036,1,25.1,1.68,1
LD-1037,Test User 37,60,Other,Sales,145648.17,Houston,True,Auto,3,9,1,True,10,Organic,user37@example.com,555-01037,1,72.75,0.62,0
LD-1038,Test User 38,41,F,Doctor,132035.19,New York,False,Auto,19,6,0,False,26,Organic,user38@example.com,555-01038,1,49.02,0.69,0
LD-1039,Test User 39,45,Other,Sales,106270.21,Houston,False,Life,14,5,5,True,5,Organic,user39@example.com,555-01039,1,35.1,1.93,1
LD-1040,Test User 40,50,F,Teacher,59263.61,Houston,True,Life,14,4,4,False,20,Social Media,user40@example.com,555-01040,1,89.23,0.99,0
LD-1041,Test User 41,66,F,Student,135612.88,Los Angeles,False,Health,17,7,0,True,17,Organic,user41@example.com,555-01041,1,36.48,1.44,0
LD-1042,Test User 42,47,Other,Student,113014.46,Chicago,False,Health,9,4,5,False,19,Social Media,user42@example.com,555-01042,1,30.75,0.69,0
LD-1043,Test User 43,68,Other,Sales,53110.12,Chicago,False,Auto,3,3,5,False,18,Paid Search,user43@example.com,555-01043,0,42.48,0.38,0
LD-1044,Test User 44,41,M,Sales,31697.8,New York,True,Life,17,7,1,False,9,Referral,user44@example.com,555-01044,1,40.66,0.58,0
LD-1045,Test User 45,25,Other,Engineer,60297.41,Los Angeles,True,Life,15,1,0,True,27,Organic,user45@example.com,555-01045,0,60.23,1.15,0
LD-1046,Test User 46,48,Other,Sales,102758.12,Chicago,True,Auto,19,3,1,True,25,Social Media,user46@example.com,555-01046,1,69.44,0.89,0
LD-1047,Test User 47,32,F,Engineer,58783.82,Los Angeles,False,Life,17,7,0,True,6,Paid Search,user47@example.com,555-01047,1,93.15,1.19,0
LD-1048,Test User 48,72,Other,Teacher,124949.73,Chicago,True,Auto,18,0,5,True,26,Social Media,user48@example.com,555-01048,1,63.55,1.09,0
LD-1049,Test User 49,74,F,Student,98304.85,Phoenix,False,Health,9,1,3,True,4,Referral,user49@example.com,555-01049,1,76.11,0.81,0
LD-1050,Test User 50,60,Other,Doctor,60044.15,Phoenix,True,Home,2,7,1,False,22,Social Media,user50@example.com,555-01050,0,26.33,1.9,0
LD-1051,Test User 51,59,M,Doctor,82306.2,Houston,False,Life,15,10,0,False,16,Organic,user51@example.com,555-01051,1,50.93,1.34,0
LD-1052,Test User 52,42,Other,Sales,60287.86,Houston,True,Home,3,8,3,False,28,Referral,user52@example.com,555-01052,0,66.29,1.32,0
LD-1053,Test User 53,70,M,Engineer,36193.41,Phoenix,True,Home,8,4,4,True,5,Referral,user53@example.com,555-01053,1,18.39,1.4,0
LD-1054,Test User 54,75,Other,Doctor,139551.59,Houston,False,Health,14,3,0,False,21,Paid Search,user54@example.com,555-01054,1,44.52,1.43,0
LD-1055,Test User 55,60,Other,Doctor,90988.91,New York,False,Life,4,9,0,False,9,Paid Search,user55@example.com,555-01055,0,50.19,0.68,0
LD-1056,Test User 56,52,Other,Teacher,71414.87,Phoenix,False,Home,17,6,4,True,13,Social Media,user56@example.com,555-01056,1,77.02,0.38,0
LD-1057,Test User 57,67,M,Teacher,139611.62,Phoenix,False,Auto,12,7,3,True,22,Referral,user57@example.com,555-01057,1,11.38,0.3,0
LD-1058,Test User 58,31,Other,Sales,79197.43,New York,False,Health,20,5,1,False,3,Organic,user58@example.com,555-01058,0,65.57,0.68,0
LD-1059,Test User 59,37,M,Sales,105739.32,Los Angeles,False,Auto,9,0,1,False,24,Organic,user59@example.com,555-01059,0,36.4,1.52,1
LD-1060,Test User 60,45,M,Student,81682.41,Houston,True,Health,7,9,4,True,14,Paid Search,user60@example.com,555-01060,0,51.5,0.34,0
LD-1061,Test User 61,38,F,Student,85148.46,Chicago,False,Life,0,7,3,False,29,Paid Search,user61@example.com,555-01061,0,99.94,0.15,0
LD-1062,Test User 62,52,Other,Sales,42798.39,Chicago,True,Auto,12,9,4,False,12,Social Media,user62@example.com,555-01062,0,79.82,0.59,0
LD-1063,Test User 63,36,Other,Teacher,102847.8,New York,True,Life,11,7,1,True,21,Social Media,user63@example.com,555-01063,1,75.91,1.51,1
LD-1064,Test User 64,27,F,Student,139155.34,Phoenix,False,Home,10,4,5,False,14,Social Media,user64@example.com,555-01064,1,77.19,1.08,0
LD-1065,Test User 65,43,Other,Sales,126507.9,Phoenix,False,Auto,14,6,0,True,5,Social Media,user65@example.com,555-01065,1,58.29,1.35,0
LD-1066,Test User 66,51,M,Sales,74230.28,New York,False,Home,8,10,4,True,13,Referral,user66@example.com,555-01066,0,91.84,0.22,0
LD-1067,Test User 67,41,M,Teacher,107908.73,Phoenix,True,Health,3,7,1,False,2,Referral,user67@example.com,555-01067,1,62.86,0.99,0
LD-1068,Test User 68,68,Other,Doctor,48542.75,Los Angeles,False,Health,13,3,5,False,4,Organic,user68@example.com,555-01068,1,98.28,1.88,1
LD-1069,Test User 69,45,F,Engineer,95335.9,Los Angeles,True,Auto,20,5,2,True,2,Paid Search,user69@example.com,555-01069,1,80.83,0.24,0
LD-1070,Test User 70,35,M,Student,38233.22,New York,False,Home,17,2,1,False,19,Paid Search,user70@example.com,555-01070,0,19.89,0.66,0
LD-1071,Test User 71,23,Other,Sales,45816.39,Phoenix,True,Auto,11,7,1,False,19,Social Media,user71@example.com,555-01071,1,56.19,0.1,0
LD-1072,Test User 72,28,F,Sales,84240.65,New York,True,Health,7,6,4,False,2,Organic,user72@example.com,555-01072,0,54.12,1.32,0
LD-1073,Test User 73,50,Other,Student,38818.89,Chicago,False,Life,2,7,2,False,20,Organic,user73@example.com,555-01073,0,81.38,1.25,0
LD-1074,Test User 74,29,F,Sales,132335.13,Houston,True,Life,20,6,4,False,24,Social Media,user74@example.com,555-01074,1,43.69,1.78,1
LD-1075,Test User 75,31,Other,Doctor,112418.52,Los Angeles,True,Life,15,10,0,True,3,Referral,user75@example.com,555-01075,1,41.82,0.19,0
LD-1076,Test User 76,64,Other,Student,142935.58,Los Angeles,True,Health,13,3,5,True,2,Social Media,user76@example.com,555-01076,1,86.08,0.7,0
LD-1077,Test User 77,45,Other,Student,43786.24,New York,False,Auto,8,2,4,False,8,Social Media,user77@example.com,555-01077,0,92.94,1.95,0
LD-1078,Test User 78,44,M,Engineer,30732.69,Phoenix,True,Health,4,6,4,False,22,Social Media,user78@example.com,555-01078,1,24.17,1.27,0
LD-1079,Test User 79,41,M,Doctor,116591.52,Houston,False,Health,18,9,4,False,3,Referral,user79@example.com,555-01079,1,34.59,1.51,1
LD-1080,Test User 80,70,Other,Doctor,91481.56,New York,True,Health,11,9,3,True,4,Organic,user80@example.com,555-01080,1,28.4,0.97,0
LD-1081,Test User 81,35,M,Sales,122081.94,Phoenix,True,Life,8,1,2,False,11,Organic,user81@example.com,555-01081,0,49.26,0.86,0
LD-1082,Test User 82,51,M,Sales,140539.49,New York,False,Home,10,9,4,False,14,Social Media,user82@example.com,555-01082,1,17.93,0.84,0
LD-1083,Test User 83,28,M,Doctor,59197.98,Los Angeles,True,Auto,18,8,3,True,17,Social Media,user83@example.com,555-01083,1,41.6,1.49,0
LD-1084,Test User 84,74,Other,Engineer,107453.16,Los Angeles,False,Health,4,9,1,False,4,Social Media,user84@example.com,555-01084,0,87.78,1.2,0
LD-1085,Test User 85,62,M,Doctor,67936.67,Phoenix,True,Life,14,7,0,False,16,Organic,user85@example.com,555-01085,1,15.12,0.55,0
LD-1086,Test User 86,75,Other,Engineer,64449.24,Houston,True,Life,20,9,0,False,20,Paid Search,user86@example.com,555-01086,1,96.2,1.16,0
LD-1087,Test User 87,50,F,Sales,42420.23,Phoenix,True,Life,10,5,5,False,3,Referral,user87@example.com,555-01087,1,46.79,0.5,0
LD-1088,Test User 88,43,F,Doctor,111467.73,Chicago,True,Life,1,1,5,True,21,Social Media,user88@example.com,555-01088,0,37.92,1.12,0
LD-1089,Test User 89,63,Other,Doctor,113817.6,Los Angeles,True,Health,12,8,1,False,20,Organic,user89@example.com,555-01089,1,42.63,1.12,0
LD-1090,Test User 90,33,M,Student,144140.32,Phoenix,True,Life,10,9,3,True,7,Referral,user90@example.com,555-01090,1,23.88,0.15,0
LD-1091,Test User 91,33,M,Sales,129761.41,Phoenix,False,Health,19,3,1,True,24,Social Media,user91@example.com,555-01091,1,96.9,1.35,0
LD-1092,Test User 92,72,F,Sales,86281.87,Phoenix,False,Home,6,3,2,True,22,Social Media,user92@example.com,555-01092,0,14.7,0.92,0
LD-1093,Test User 93,52,M,Doctor,134894.03,Houston,True,Health,17,1,0,True,23,Referral,user93@example.com,555-01093,0,89.62,0.57,0
LD-1094,Test User 94,23,M,Doctor,79787.63,New York,False,Home,12,2,4,True,12,Social Media,user94@example.com,555-01094,0,92.57,0.75,0
LD-1095,Test User 95,52,F,Teacher,113528.64,Los Angeles,False,Auto,4,4,5,True,16,Social Media,user95@example.com,555-01095,1,20.97,0.16,0
LD-1096,Test User 96,37,M,Student,80379.07,Phoenix,True,Home,19,4,3,False,3,Organic,user96@example.com,555-01096,1,65.33,1.19,0
LD-1097,Test User 97,37,Other,Student,98479.65,Phoenix,True,Health,5,7,5,True,22,Referral,user97@example.com,555-01097,0,98.29,0.14,0
LD-1098,Test User 98,38,Other,Doctor,119677.99,Los Angeles,True,Life,11,8,0,False,12,Paid Search,user98@example.com,555-01098,0,84.73,0.21,0
LD-1099,Test User 99,65,F,Teacher,85754.75,New York,True,Auto,15,5,5,False,6,Referral,user99@example.com,555-01099,1,99.02,1.55,1
LD-1100,Test User 100,56,Other,Doctor,86807.97,Chicago,True,Life,1,6,5,False,7,Referral,user100@example.com,555-01100,0,90.52,0.1,0
LD-1101,Test User 101,46,M,Sales,70684.4,New York,False,Home,5,8,3,False,23,Social Media,user101@example.com,555-01101,0,19.23,1.04,0
LD-1102,Test User 102,42,F,Engineer,109310.31,Chicago,False,Life,9,10,3,True,20,Organic,user102@example.com,555-01102,1,70.41,0.89,0
LD-1103,Test User 103,47,M,Engineer,73597.34,Los Angeles,False,Life,5,6,0,True,5,Paid Search,user103@example.com,555-01103,0,71.12,0.88,0
LD-1104,Test User 104,45,M,Engineer,74641.61,New York,True,Health,2,8,4,False,5,Organic,user104@example.com,555-01104,1,33.56,1.3,0
LD-1105,Test User 105,38,M,Engineer,114484.54,Houston,True,Health,6,1,4,False,10,Social Media,user105@example.com,555-01105,0,73.86,0.4,0
LD-1106,Test User 106,57,F,Student,95060.56,Los Angeles,True,Home,9,2,1,True,23,Referral,user106@example.com,555-01106,0,12.37,0.35,0
LD-1107,Test User 107,57,Other,Sales,98673.29,Phoenix,False,Health,14,9,4,True,5,Paid Search,user107@example.com,555-01107,1,97.51,0.62,0
LD-1108,Test User 108,63,M,Teacher,38899.8,Houston,True,Auto,14,8,5,True,17,Social Media,user108@example.com,555-01108,1,24.82,1.56,1
LD-1109,Test User 109,42,Other,Student,142168.54,Chicago,True,Life,7,9,2,True,17,Paid Search,user109@example.com,555-01109,0,63.26,0.5,0
LD-1110,Test User 110,59,M,Engineer,48503.31,New York,False,Home,19,9,5,False,29,Organic,user110@example.com,555-01110,1,54.82,1.13,0
LD-1111,Test User 111,62,F,Engineer,95469.3,New York,True,Health,20,6,2,False,16,Referral,user111@example.com,555-01111,1,28.36,0.81,0
LD-1112,Test User 112,60,M,Doctor,47240.24,Los Angeles,False,Auto,10,4,5,False,28,Paid Search,user112@example.com,555-01112,1,22.68,1.52,1
LD-1113,Test User 113,25,F,Student,64825.44,Chicago,True,Home,12,7,4,False,14,Referral,user113@example.com,555-01113,0,89.12,0.32,0
LD-1114,Test User 114,53,M,Doctor,32781.16,Houston,False,Life,12,8,4,True,15,Organic,user114@example.com,555-01114,1,48.78,0.71,0
LD-1115,Test User 115,38,Other,Doctor,117300.97,New York,False,Health,12,8,2,False,2,Organic,user115@example.com,555-01115,1,21.58,0.39,0
LD-1116,Test User 116,28,Other,Engineer,77268.45,New York,True,Home,10,5,4,False,12,Referral,user116@example.com,555-01116,1,23.4,1.02,0
LD-1117,Test User 117,54,Other,Student,46773.72,Phoenix,False,Life,19,7,2,True,6,Social Media,user117@example.com,555-01117,1,39.81,1.69,1
LD-1118,Test User 118,29,Other,Sales,147587.76,Chicago,True,Auto,18,9,2,False,26,Paid Search,user118@example.com,555-01118,1,57.18,1.26,0
LD-1119,Test User 119,68,M,Sales,104368.3,Chicago,False,Home,12,6,1,True,27,Referral,user119@example.com,555-01119,1,55.16,1.9,1
LD-1120,Test User 120,61,F,Doctor,140462.51,Los Angeles,False,Life,1,8,5,False,5,Social Media,user120@example.com,555-01120,0,64.91,2.0,1
LD-1121,Test User 121,34,F,Teacher,144880.49,Houston,False,Health,8,5,4,False,10,Social Media,user121@example.com,555-01121,0,20.97,0.6,0
LD-1122,Test User 122,65,Other,Engineer,95182.91,Chicago,False,Life,12,7,2,True,25,Paid Search,user122@example.com,555-01122,1,84.52,0.58,0
LD-1123,Test User 123,39,Other,Student,141962.87,Los Angeles,True,Auto,8,1,1,False,4,Social Media,user123@example.com,555-01123,0,74.56,0.48,0
LD-1124,Test User 124,28,F,Sales,111743.04,Los Angeles,False,Life,4,4,0,True,18,Organic,user124@example.com,555-01124,0,68.71,1.31,0
LD-1125,Test User 125,36,F,Sales,94218.27,Los Angeles,False,Auto,1,0,1,False,14,Organic,user125@example.com,555-01125,0,93.56,1.84,0
LD-1126,Test User 126,43,M,Engineer,64147.4,Chicago,True,Health,20,10,4,False,17,Paid Search,user126@example.com,555-01126,1,11.27,1.7,1
LD-1127,Test User 127,43,F,Sales,124892.12,Phoenix,False,Auto,18,6,5,True,25,Paid Search,user127@example.com,555-01127,1,98.35,1.28,0
LD-1128,Test User 128,52,F,Doctor,68832.2,Phoenix,True,Life,7,10,0,False,9,Paid Search,user128@example.com,555-01128,0,15.59,0.53,0
LD-1129,Test User 129,29,F,Engineer,85847.4,Chicago,False,Home,5,3,3,True,22,Referral,user129@example.com,555-01129,0,23.79,1.41,0
LD-1130,Test User 130,69,Other,Teacher,148660.56,Los Angeles,True,Health,11,8,3,False,23,Organic,user130@example.com,555-01130,1,92.55,1.08,0
LD-1131,Test User 131,29,Other,Sales,37410.97,New York,True,Health,17,1,4,False,7,Organic,user131@example.com,555-01131,1,50.81,0.66,0
LD-1132,Test User 132,54,F,Doctor,79850.95,New York,True,Auto,18,0,0,False,18,Social Media,user132@example.com,555-01132,0,73.03,1.45,0
LD-1133,Test User 133,56,Other,Sales,149294.84,Chicago,False,Health,2,6,3,False,2,Organic,user133@example.com,555-01133,1,71.45,0.27,0
LD-1134,Test User 134,64,Other,Teacher,134946.45,Los Angeles,True,Auto,4,4,5,False,28,Referral,user134@example.com,555-01134,1,57.87,1.07,0
LD-1135,Test User 135,74,M,Engineer,57559.69,Houston,True,Home,14,3,2,True,5,Organic,user135@example.com,555-01135,0,63.45,1.45,0
LD-1136,Test User 136,50,M,Teacher,101734.19,Phoenix,False,Home,1,9,1,False,24,Social Media,user136@example.com,555-01136,0,31.32,1.08,0
LD-1137,Test User 137,31,M,Sales,148283.47,Phoenix,False,Auto,16,5,1,False,14,Social Media,user137@example.com,555-01137,1,72.67,1.9,0
LD-1138,Test User 138,48,Other,Teacher,47906.11,Houston,True,Health,12,6,1,True,25,Referral,user138@example.com,555-01138,1,31.86,0.45,0
LD-1139,Test User 139,35,F,Student,69631.56,Phoenix,True,Auto,2,3,3,True,28,Referral,user139@example.com,555-01139,0,28.8,1.66,1
LD-1140,Test User 140,43,F,Teacher,66382.56,Phoenix,True,Health,0,3,1,False,30,Social Media,user140@example.com,555-01140,0,44.26,1.49,0
LD-1141,Test User 141,56,Other,Sales,107846.56,Chicago,True,Life,9,5,2,False,12,Organic,user141@example.com,555-01141,1,60.63,0.2,0
LD-1142,Test User 142,36,M,Teacher,118950.29,Chicago,True,Health,0,9,2,True,18,Referral,user142@example.com,555-01142,0,59.56,0.84,0
LD-1143,Test User 143,65,F,Teacher,70507.71,Los Angeles,False,Home,15,8,5,True,21,Organic,user143@example.com,555-01143,1,85.52,1.47,0
LD-1144,Test User 144,26,M,Engineer,143422.57,Los Angeles,False,Life,1,0,0,False,14,Referral,user144@example.com,555-01144,0,11.42,0.14,0
LD-1145,Test User 145,56,Other,Sales,96197.23,Los Angeles,True,Auto,0,8,0,True,17,Paid Search,user145@example.com,555-01145,0,27.27,0.57,0
LD-1146,Test User 146,55,Other,Teacher,60290.18,Los Angeles,False,Auto,11,10,2,True,26,Organic,user146@example.com,555-01146,1,46.48,0.81,0
LD-1147,Test User 147,46,F,Student,96324.17,New York,True,Home,1,3,5,False,1,Social Media,user147@example.com,555-01147,1,14.19,1.69,1
LD-1148,Test User 148,26,M,Student,112131.45,Los Angeles,False,Auto,8,4,4,True,19,Paid Search,user148@example.com,555-01148,1,61.0,1.7,1
LD-1149,Test User 149,46,Other,Doctor,111244.2,New York,True,Health,17,3,2,True,13,Social Media,user149@example.com,555-01149,1,64.47,1.98,1
LD-1150,Test User 150,61,M,Doctor,144583.01,Phoenix,False,Health,12,2,2,False,1,Organic,user150@example.com,555-01150,1,79.5,0.9,0
LD-1151,Test User 151,40,Other,Sales,125766.62,Chicago,False,Auto,2,1,0,True,9,Social Media,user151@example.com,555-01151,0,50.03,1.27,0
LD-1152,Test User 152,70,M,Engineer,62371.97,New York,False,Auto,4,9,0,False,6,Referral,user152@example.com,555-01152,0,11.11,1.02,0
LD-1153,Test User 153,48,Other,Teacher,76535.95,Houston,True,Home,2,4,5,False,29,Social Media,user153@example.com,555-01153,0,54.38,0.49,0
LD-1154,Test User 154,26,M,Sales,50064.89,Phoenix,True,Health,8,1,3,True,10,Social Media,user154@example.com,555-01154,1,10.61,0.5,0
LD-1155,Test User 155,47,Other,Student,69866.07,Los Angeles,False,Life,19,9,3,True,26,Referral,user155@example.com,555-01155,1,38.28,0.86,0
LD-1156,Test User 156,47,F,Sales,146247.03,Chicago,True,Home,9,9,5,True,23,Organic,user156@example.com,555-01156,0,95.77,1.56,1
LD-1157,Test User 157,51,F,Sales,143156.99,Los Angeles,False,Home,6,4,3,True,26,Referral,user157@example.com,555-01157,0,81.02,1.64,1
LD-1158,Test User 158,26,Other,Engineer,83888.01,Chicago,True,Auto,19,3,3,False,19,Paid Search,user158@example.com,555-01158,1,68.23,1.84,1
LD-1159,Test User 159,24,M,Engineer,97586.44,Chicago,True,Home,20,7,5,False,21,Referral,user159@example.com,555-01159,1,51.68,1.93,1
LD-1160,Test User 160,65,M,Engineer,100630.79,Los Angeles,False,Life,16,5,1,False,12,Paid Search,user160@example.com,555-01160,1,56.9,0.59,0
LD-1161,Test User 161,44,Other,Engineer,87139.5,New York,False,Auto,14,10,5,True,23,Paid Search,user161@example.com,555-01161,1,56.44,0.09,0
LD-1162,Test User 162,57,Other,Sales,49216.29,Houston,True,Home,17,7,3,False,15,Referral,user162@example.com,555-01162,1,10.4,0.37,0
LD-1163,Test User 163,35,M,Sales,54694.14,New York,False,Health,2,8,4,False,4,Referral,user163@example.com,555-01163,0,65.02,0.73,0
LD-1164,Test User 164,59,Other,Engineer,43707.85,Los Angeles,False,Auto,11,3,3,False,20,Organic,user164@example.com,555-01164,0,26.47,1.6,0
LD-1165,Test User 165,66,Other,Student,46963.03,Los Angeles,True,Health,12,4,3,True,20,Paid Search,user165@example.com,555-01165,1,38.31,0.37,0
LD-1166,Test User 166,50,F,Sales,104329.2,Houston,False,Health,11,7,0,True,16,Organic,user166@example.com,555-01166,0,60.89,1.93,1
LD-1167,Test User 167,72,F,Student,121326.79,Phoenix,True,Auto,9,4,0,False,9,Organic,user167@example.com,555-01167,1,78.4,1.56,1
LD-1168,Test User 168,50,M,Sales,95562.39,Chicago,False,Auto,13,7,0,True,24,Paid Search,user168@example.com,555-01168,0,28.89,0.6,0
LD-1169,Test User 169,69,M,Teacher,100550.87,New York,False,Life,11,9,5,True,20,Social Media,user169@example.com,555-01169,1,98.11,0.28,0
LD-1170,Test User 170,40,M,Doctor,64719.99,Los Angeles,True,Home,8,2,4,False,29,Paid Search,user170@example.com,555-01170,1,78.53,1.93,1
LD-1171,Test User 171,65,Other,Engineer,77124.09,Houston,False,Life,4,7,4,False,21,Social Media,user171@example.com,555-01171,0,62.38,0.9,0
LD-1172,Test User 172,71,F,Teacher,131660.08,Houston,True,Health,2,4,5,False,15,Social Media,user172@example.com,555-01172,0,40.4,1.7,1
LD-1173,Test User 173,58,F,Engineer,45671.31,New York,True,Health,15,7,2,True,29,Referral,user173@example.com,555-01173,1,28.21,0.2,0
LD-1174,Test User 174,66,F,Doctor,139128.87,New York,False,Home,20,0,2,False,6,Social Media,user174@example.com,555-01174,1,75.34,0.19,0
LD-1175,Test User 175,70,Other,Teacher,58097.26,Phoenix,False,Auto,20,0,0,False,23,Organic,user175@example.com,555-01175,1,98.93,0.16,0
LD-1176,Test User 176,49,F,Doctor,113283.72,Chicago,True,Health,15,2,0,True,8,Organic,user176@example.com,555-01176,0,57.75,0.2,0
LD-1177,Test User 177,22,F,Student,103238.31,Houston,True,Auto,5,1,3,True,12,Organic,user177@example.com,555-01177,0,63.06,0.3,0
LD-1178,Test User 178,46,Other,Student,72184.28,Phoenix,False,Auto,13,10,2,False,26,Paid Search,user178@example.com,555-01178,1,56.6,0.17,0
LD-1179,Test User 179,54,M,Teacher,52637.58,Houston,True,Auto,12,5,2,False,21,Paid Search,user179@example.com,555-01179,0,44.82,1.91,1
LD-1180,Test User 180,75,Other,Engineer,98205.65,New York,False,Home,11,0,4,True,22,Referral,user180@example.com,555-01180,1,55.59,1.97,1
LD-1181,Test User 181,62,M,Doctor,115515.49,New York,False,Auto,13,8,3,True,23,Paid Search,user181@example.com,555-01181,1,58.28,1.08,0
LD-1182,Test User 182,47,M,Engineer,100372.46,Los Angeles,True,Health,20,1,5,False,21,Organic,user182@example.com,555-01182,1,37.84,1.46,0
LD-1183,Test User 183,69,F,Student,108966.28,Phoenix,False,Home,5,5,0,True,1,Social Media,user183@example.com,555-01183,0,75.96,0.33,0
LD-1184,Test User 184,29,Other,Engineer,122571.63,Houston,False,Life,0,0,2,False,26,Paid Search,user184@example.com,555-01184,0,43.09,0.53,0
